Candidate List of SVHC for authorisation
Note: Group entries are split in different rows.
Export date: 11-mrt-2026 17:20:40


"Substance Identifier"	""	
"Reden voor opname "	""	
"Datum van opname  (from)"	""	
"Datum van opname  (to)"	""	



"Naam van de stof "	"Description"	"EG-nr. "	"CAS-nr. "	"Reden voor opname "	"Datum van opname "	"Besluit "	"IUCLID-gegevensset "	"Ondersteunend document "	"Reactie op commentaren "	"Opmerkingen "	
"1,3-Dioxane, 2-[(1S,2R)-2,4-dimethyl-3-cyclohexen-1-yl]-5-methyl-5-(1-methylpropyl)-, trans-"	""	"-"	"676367-07-0"	"vPvB (Article 57e)"	"15-jun-2015"	"https://echa.europa.eu/documents/10162/f7c78fc1-bc3e-4913-9a8f-1f57e03326e4"	"https://echa.europa.eu/documents/10162/c87c2930-58af-20dd-8394-afcd0d96ee3f"	"https://echa.europa.eu/documents/10162/a4fac134-09e6-43c1-a65f-dfaee5f85731"	"https://echa.europa.eu/documents/10162/8831bc31-c2e0-f702-ef41-fb3a49ec0789"	""	
"1,3-Dioxane, 2-[(1S,2S)-2,4-dimethyl-3-cyclohexen-1-yl]-5-methyl-5-(1-methylpropyl)-, cis-"	""	"-"	"676367-02-5"	"vPvB (Article 57e)"	"15-jun-2015"	"https://echa.europa.eu/documents/10162/f7c78fc1-bc3e-4913-9a8f-1f57e03326e4"	"https://echa.europa.eu/documents/10162/c87c2930-58af-20dd-8394-afcd0d96ee3f"	"https://echa.europa.eu/documents/10162/a4fac134-09e6-43c1-a65f-dfaee5f85731"	"https://echa.europa.eu/documents/10162/8831bc31-c2e0-f702-ef41-fb3a49ec0789"	""	
"1,3-Dioxane, 2-[(1S,2S)-2,4-dimethyl-3-cyclohexen-1-yl]-5-methyl-5-(1-methylpropyl)-, trans-"	""	"-"	"676367-06-9"	"vPvB (Article 57e)"	"15-jun-2015"	"https://echa.europa.eu/documents/10162/f7c78fc1-bc3e-4913-9a8f-1f57e03326e4"	"https://echa.europa.eu/documents/10162/c87c2930-58af-20dd-8394-afcd0d96ee3f"	"https://echa.europa.eu/documents/10162/a4fac134-09e6-43c1-a65f-dfaee5f85731"	"https://echa.europa.eu/documents/10162/8831bc31-c2e0-f702-ef41-fb3a49ec0789"	""	
"Reaction mass of 5-sec-butyl-2-(2,4-dimethylcyclohex-3-en-1-yl)-5-methyl-1,3-dioxane and 5-sec-butyl-2-(4,6-dimethylcyclohex-3-en-1-yl)-5-methyl-1,3-dioxane"	""	"413-720-9"	"-"	"vPvB (Article 57e)"	"15-jun-2015"	"https://echa.europa.eu/documents/10162/f7c78fc1-bc3e-4913-9a8f-1f57e03326e4"	"https://echa.europa.eu/documents/10162/c87c2930-58af-20dd-8394-afcd0d96ee3f"	"https://echa.europa.eu/documents/10162/a4fac134-09e6-43c1-a65f-dfaee5f85731"	"https://echa.europa.eu/documents/10162/8831bc31-c2e0-f702-ef41-fb3a49ec0789"	""	
"1,3-Dioxane, 2-(2,4-dimethyl-3-cyclohexen-1-yl)-5-methyl-5-(1-methylpropyl)-"	""	"-"	"117933-89-8"	"vPvB (Article 57e)"	"15-jun-2015"	"https://echa.europa.eu/documents/10162/f7c78fc1-bc3e-4913-9a8f-1f57e03326e4"	"https://echa.europa.eu/documents/10162/c87c2930-58af-20dd-8394-afcd0d96ee3f"	"https://echa.europa.eu/documents/10162/a4fac134-09e6-43c1-a65f-dfaee5f85731"	"https://echa.europa.eu/documents/10162/8831bc31-c2e0-f702-ef41-fb3a49ec0789"	""	
"Reaction mass of 5-[(2R)-butan-2-yl]-2-[(1R,2R)-2,4-dimethylcyclohex-3-en-1-yl]-5-methyl-1,3-dioxane and 5-[(2R)-butan-2-yl]-2-[(1R,6R)-4,6-dimethylcyclohex-3-en-1-yl]-5-methyl-1,3-dioxane and 5-[(2S)-butan-2-yl]-2-[(1R,2R)-2,4-dimethylcyclohex-3-en-1-yl]-5-methyl-1,3-dioxane and 5-[(2S)-butan-2-yl]-2-[(1S,2R)-2,4-dimethylcyclohex-3-en-1-yl]-5-methyl-1,3-dioxane and 5-[(2S)-butan-2-yl]-2-[(1S,6R)-4,6-dimethylcyclohex-3-en-1-yl]-5-methyl-1,3-dioxane"	""	"-"	"-"	"vPvB (Article 57e)"	"15-jun-2015"	"https://echa.europa.eu/documents/10162/f7c78fc1-bc3e-4913-9a8f-1f57e03326e4"	"https://echa.europa.eu/documents/10162/c87c2930-58af-20dd-8394-afcd0d96ee3f"	"https://echa.europa.eu/documents/10162/a4fac134-09e6-43c1-a65f-dfaee5f85731"	"https://echa.europa.eu/documents/10162/8831bc31-c2e0-f702-ef41-fb3a49ec0789"	""	
"5-sec-butyl-2-(2,4-dimethylcyclohex-3-en-1-yl)-5-methyl-1,3-dioxane"	""	"-"	"-"	"vPvB (Article 57e)"	"15-jun-2015"	"https://echa.europa.eu/documents/10162/f7c78fc1-bc3e-4913-9a8f-1f57e03326e4"	"https://echa.europa.eu/documents/10162/c87c2930-58af-20dd-8394-afcd0d96ee3f"	"https://echa.europa.eu/documents/10162/a4fac134-09e6-43c1-a65f-dfaee5f85731"	"https://echa.europa.eu/documents/10162/8831bc31-c2e0-f702-ef41-fb3a49ec0789"	""	
"1,3-Dioxane, 2-[(1R,2R)-2,4-dimethyl-3-cyclohexen-1-yl]-5-methyl-5-(1-methylpropyl)-, cis-rel-"	""	"-"	"343934-04-3"	"vPvB (Article 57e)"	"15-jun-2015"	"https://echa.europa.eu/documents/10162/f7c78fc1-bc3e-4913-9a8f-1f57e03326e4"	"https://echa.europa.eu/documents/10162/c87c2930-58af-20dd-8394-afcd0d96ee3f"	"https://echa.europa.eu/documents/10162/a4fac134-09e6-43c1-a65f-dfaee5f85731"	"https://echa.europa.eu/documents/10162/8831bc31-c2e0-f702-ef41-fb3a49ec0789"	""	
"1,2-benzenedicarboxylic acid, di-C6-10-alkyl esters or mixed decyl and hexyl and octyl diesters"	"with ≥ 0.3% of dihexyl phthalate (EC No. 201-559-5)"	"-"	"-"	"Toxic for reproduction (Article 57c)"	"15-jun-2015"	"https://echa.europa.eu/documents/10162/af844510-0d70-6a9e-4fd5-714632a0f988"	"https://echa.europa.eu/documents/10162/0d1991c8-23cf-4779-9e08-b9208bd40338""https://echa.europa.eu/documents/10162/f5495229-3f8c-4321-817c-dd498912310e"	"https://echa.europa.eu/documents/10162/2b4a5011-39c9-4eb0-9309-9aa6b10981ab"	"https://echa.europa.eu/documents/10162/c79982ce-adc9-d5c8-e42a-d8bc025c9f93"	""	
"1,2-Benzenedicarboxylic acid, mixed decyl and hexyl and octyl diesters"	""	"272-013-1"	"68648-93-1"	"Toxic for reproduction (Article 57c)"	"15-jun-2015"	"https://echa.europa.eu/documents/10162/af844510-0d70-6a9e-4fd5-714632a0f988"	"https://echa.europa.eu/documents/10162/0d1991c8-23cf-4779-9e08-b9208bd40338""https://echa.europa.eu/documents/10162/f5495229-3f8c-4321-817c-dd498912310e"	"https://echa.europa.eu/documents/10162/2b4a5011-39c9-4eb0-9309-9aa6b10981ab"	"https://echa.europa.eu/documents/10162/c79982ce-adc9-d5c8-e42a-d8bc025c9f93"	""	
"1,2-Benzenedicarboxylic acid, di-C6-10-alkyl esters"	""	"271-094-0"	"68515-51-5"	"Toxic for reproduction (Article 57c)"	"15-jun-2015"	"https://echa.europa.eu/documents/10162/af844510-0d70-6a9e-4fd5-714632a0f988"	"https://echa.europa.eu/documents/10162/0d1991c8-23cf-4779-9e08-b9208bd40338""https://echa.europa.eu/documents/10162/f5495229-3f8c-4321-817c-dd498912310e"	"https://echa.europa.eu/documents/10162/2b4a5011-39c9-4eb0-9309-9aa6b10981ab"	"https://echa.europa.eu/documents/10162/c79982ce-adc9-d5c8-e42a-d8bc025c9f93"	""	
"Reaction mass of 2-ethylhexyl 10-ethyl-4,4-dioctyl-7-oxo-8-oxa-3,5-dithia-4-stannatetradecanoate and 2-ethylhexyl 10-ethyl-4-[[2-[(2-ethylhexyl)oxy]-2-oxoethyl]thio]-4-octyl-7-oxo-8-oxa-3,5-dithia-4-stannatetradecanoate (reaction mass of DOTE and MOTE)"	""	"-"	"-"	"Toxic for reproduction (Article 57c)"	"17-dec-2014"	"https://echa.europa.eu/documents/10162/917a0639-8b9d-43ce-802c-b4e82a7f20e3"	"https://echa.europa.eu/documents/10162/371b4814-2cbd-429d-88b9-905c19d0d299"	"https://echa.europa.eu/documents/10162/a410b50c-11f9-49ca-9e8f-54f2a674b032"	"https://echa.europa.eu/documents/10162/ba3a1dda-f1bb-0323-6067-257f1d310652"	""	
"Cadmium sulphate"	""	"233-331-6"	"10124-36-4, 31119-53-6"	"Carcinogenic (Article 57a)""Mutagenic (Article 57b)""Toxic for reproduction (Article 57c)""Specific target organ toxicity after repeated exposure (Article 57(f) - human health)"	"17-dec-2014"	"https://echa.europa.eu/documents/10162/9e3c41d5-088a-47e7-944a-2ccb112493b3"	"https://echa.europa.eu/documents/10162/bbe26e5b-facf-4668-bc8c-38a175be4c62"	"https://echa.europa.eu/documents/10162/037ede8d-4f3a-030c-8663-8b04336272ad"	"https://echa.europa.eu/documents/10162/8418e3af-5df2-d281-49bf-5ce691521e86"	""	
"Sulfuric acid, cadmium salt, hydrate (3:3:8)"	""	"616-572-5"	"7790-84-3"	"Carcinogenic (Article 57a)""Mutagenic (Article 57b)""Toxic for reproduction (Article 57c)""Specific target organ toxicity after repeated exposure (Article 57(f) - human health)"	"17-dec-2014"	"https://echa.europa.eu/documents/10162/9e3c41d5-088a-47e7-944a-2ccb112493b3"	"https://echa.europa.eu/documents/10162/bbe26e5b-facf-4668-bc8c-38a175be4c62"	"https://echa.europa.eu/documents/10162/037ede8d-4f3a-030c-8663-8b04336272ad"	"https://echa.europa.eu/documents/10162/8418e3af-5df2-d281-49bf-5ce691521e86"	""	
"Sulfuric acid, cadmium salt (1:1), hydrate"	""	"626-360-4"	"15244-35-6"	"Carcinogenic (Article 57a)""Mutagenic (Article 57b)""Toxic for reproduction (Article 57c)""Specific target organ toxicity after repeated exposure (Article 57(f) - human health)"	"17-dec-2014"	"https://echa.europa.eu/documents/10162/9e3c41d5-088a-47e7-944a-2ccb112493b3"	"https://echa.europa.eu/documents/10162/bbe26e5b-facf-4668-bc8c-38a175be4c62"	"https://echa.europa.eu/documents/10162/037ede8d-4f3a-030c-8663-8b04336272ad"	"https://echa.europa.eu/documents/10162/8418e3af-5df2-d281-49bf-5ce691521e86"	""	
"Cadmium fluoride"	""	"232-222-0"	"7790-79-6"	"Carcinogenic (Article 57a)""Mutagenic (Article 57b)""Toxic for reproduction (Article 57c)""Specific target organ toxicity after repeated exposure (Article 57(f) - human health)"	"17-dec-2014"	"https://echa.europa.eu/documents/10162/e333469a-fca7-48c2-a88f-52eaa8e7ad7e"	"https://echa.europa.eu/documents/10162/0bba6429-659f-448b-9623-c6737291a3b1"	"https://echa.europa.eu/documents/10162/6eb02b71-b691-4b53-b0f1-c8c68b2b3083"	"https://echa.europa.eu/documents/10162/c185b4bd-150f-f36b-d3a4-48cf45d1e5fb"	""	
"2-ethylhexyl 10-ethyl-4,4-dioctyl-7-oxo-8-oxa-3,5-dithia-4-stannatetradecanoate (DOTE)"	""	"239-622-4"	"15571-58-1"	"Toxic for reproduction (Article 57c)"	"17-dec-2014"	"https://echa.europa.eu/documents/10162/8f7e275c-c02c-4357-90d9-59a37b14337a"	"https://echa.europa.eu/documents/10162/0a3e8564-b077-46a7-a90e-2f59f458932f"	"https://echa.europa.eu/documents/10162/04d23d27-3484-48c9-862c-0637e30642a1"	"https://echa.europa.eu/documents/10162/80eac049-4076-f96d-cd11-0d8477cb12dc"	""	
"2-benzotriazol-2-yl-4,6-di-tert-butylphenol (UV-320)"	""	"223-346-6"	"3846-71-7"	"PBT (Article 57d)""vPvB (Article 57e)"	"17-dec-2014"	"https://echa.europa.eu/documents/10162/27d9317d-3aeb-41d5-9116-1e07696d90cd"	"https://echa.europa.eu/documents/10162/96387d49-cb01-423c-bd6e-927a7b6c434f"	"https://echa.europa.eu/documents/10162/33c375a1-c4de-4f14-a143-cff986175d76"	"https://echa.europa.eu/documents/10162/6ac88f0e-1962-78d3-a7ed-cfb4f89b9aa7"	""	
"2-(2H-benzotriazol-2-yl)-4,6-ditertpentylphenol (UV-328)"	""	"247-384-8"	"25973-55-1"	"PBT (Article 57d)""vPvB (Article 57e)"	"17-dec-2014"	"https://echa.europa.eu/documents/10162/c6a0c43b-adba-4351-a093-66b36d470de3"	"https://echa.europa.eu/documents/10162/0ca781ed-adf7-4d40-95b7-a7ea17543f5c"	"https://echa.europa.eu/documents/10162/31f2c070-ad6f-4de9-b17d-402eedb05eac"	"https://echa.europa.eu/documents/10162/e324f17f-e945-74ac-a7ea-9471cc2bfdec"	""	
"Sodium peroxometaborate"	""	"231-556-4"	"7632-04-4"	"Toxic for reproduction (Article 57c)"	"16-jun-2014"	"https://echa.europa.eu/documents/10162/55e1c126-a528-440f-8c10-49a31b82eda3"	"https://echa.europa.eu/documents/10162/59b315b3-efb1-4ffa-b4bb-3c2c1259da45"	"https://echa.europa.eu/documents/10162/46e192c7-457f-43fc-b93f-14d2ce0347f9"	"https://echa.europa.eu/documents/10162/993ec24b-d88d-8fc4-97af-6c71fca118fa"	""	
"Sodium perborate, perboric acid, sodium salt"	""	"-"	"-"	"Toxic for reproduction (Article 57c)"	"16-jun-2014"	"https://echa.europa.eu/documents/10162/b5ae52f9-bb66-62b5-9950-242db987ec5a"	"https://echa.europa.eu/documents/10162/ec145926-d7d2-a584-9c82-e325a05367a3"	"https://echa.europa.eu/documents/10162/42fee5a3-e00e-e554-30cb-66a735d4fe9e"	"https://echa.europa.eu/documents/10162/3af316eb-892a-abf5-48c2-b26c6f0351b5"	""	
"Perboric acid (HBO(O2)), sodium salt, tetrahydrate"	""	"-"	"10486-00-7"	"Toxic for reproduction (Article 57c)"	"16-jun-2014"	"https://echa.europa.eu/documents/10162/b5ae52f9-bb66-62b5-9950-242db987ec5a"	"https://echa.europa.eu/documents/10162/ec145926-d7d2-a584-9c82-e325a05367a3"	"https://echa.europa.eu/documents/10162/42fee5a3-e00e-e554-30cb-66a735d4fe9e"	"https://echa.europa.eu/documents/10162/3af316eb-892a-abf5-48c2-b26c6f0351b5"	""	
"Sodium perborate monohydrate"	""	"-"	"10332-33-9"	"Toxic for reproduction (Article 57c)"	"16-jun-2014"	"https://echa.europa.eu/documents/10162/b5ae52f9-bb66-62b5-9950-242db987ec5a"	"https://echa.europa.eu/documents/10162/ec145926-d7d2-a584-9c82-e325a05367a3"	"https://echa.europa.eu/documents/10162/42fee5a3-e00e-e554-30cb-66a735d4fe9e"	"https://echa.europa.eu/documents/10162/3af316eb-892a-abf5-48c2-b26c6f0351b5"	""	
"Perboric acid, sodium salt, tetrahydrate ()"	""	"-"	"37244-98-7"	"Toxic for reproduction (Article 57c)"	"16-jun-2014"	"https://echa.europa.eu/documents/10162/b5ae52f9-bb66-62b5-9950-242db987ec5a"	"https://echa.europa.eu/documents/10162/ec145926-d7d2-a584-9c82-e325a05367a3"	"https://echa.europa.eu/documents/10162/42fee5a3-e00e-e554-30cb-66a735d4fe9e"	"https://echa.europa.eu/documents/10162/3af316eb-892a-abf5-48c2-b26c6f0351b5"	""	
"Perboric acid (H3BO2(O2)), monosodium salt, trihydrate"	""	"-"	"13517-20-9"	"Toxic for reproduction (Article 57c)"	"16-jun-2014"	"https://echa.europa.eu/documents/10162/b5ae52f9-bb66-62b5-9950-242db987ec5a"	"https://echa.europa.eu/documents/10162/ec145926-d7d2-a584-9c82-e325a05367a3"	"https://echa.europa.eu/documents/10162/42fee5a3-e00e-e554-30cb-66a735d4fe9e"	"https://echa.europa.eu/documents/10162/3af316eb-892a-abf5-48c2-b26c6f0351b5"	""	
"Perboric acid, sodium salt"	""	"234-390-0"	"11138-47-9"	"Toxic for reproduction (Article 57c)"	"16-jun-2014"	"https://echa.europa.eu/documents/10162/b5ae52f9-bb66-62b5-9950-242db987ec5a"	"https://echa.europa.eu/documents/10162/ec145926-d7d2-a584-9c82-e325a05367a3"	"https://echa.europa.eu/documents/10162/42fee5a3-e00e-e554-30cb-66a735d4fe9e"	"https://echa.europa.eu/documents/10162/3af316eb-892a-abf5-48c2-b26c6f0351b5"	""	
"Borate(2-), tetrahydroxybis[μ-(peroxy-κO1:κO2)]di-, sodium, hydrate (1:2:6)"	""	"-"	"125022-34-6"	"Toxic for reproduction (Article 57c)"	"16-jun-2014"	"https://echa.europa.eu/documents/10162/b5ae52f9-bb66-62b5-9950-242db987ec5a"	"https://echa.europa.eu/documents/10162/ec145926-d7d2-a584-9c82-e325a05367a3"	"https://echa.europa.eu/documents/10162/42fee5a3-e00e-e554-30cb-66a735d4fe9e"	"https://echa.europa.eu/documents/10162/3af316eb-892a-abf5-48c2-b26c6f0351b5"	""	
"Borate(2-), tetrahydroxybis[μ-(peroxy-κO1:κO2)]di-, sodium (1:2)"	""	"-"	"90568-23-3"	"Toxic for reproduction (Article 57c)"	"16-jun-2014"	"https://echa.europa.eu/documents/10162/b5ae52f9-bb66-62b5-9950-242db987ec5a"	"https://echa.europa.eu/documents/10162/ec145926-d7d2-a584-9c82-e325a05367a3"	"https://echa.europa.eu/documents/10162/42fee5a3-e00e-e554-30cb-66a735d4fe9e"	"https://echa.europa.eu/documents/10162/3af316eb-892a-abf5-48c2-b26c6f0351b5"	""	
"Sodium perborate"	""	"239-172-9"	"15120-21-5"	"Toxic for reproduction (Article 57c)"	"16-jun-2014"	"https://echa.europa.eu/documents/10162/b5ae52f9-bb66-62b5-9950-242db987ec5a"	"https://echa.europa.eu/documents/10162/ec145926-d7d2-a584-9c82-e325a05367a3"	"https://echa.europa.eu/documents/10162/42fee5a3-e00e-e554-30cb-66a735d4fe9e"	"https://echa.europa.eu/documents/10162/3af316eb-892a-abf5-48c2-b26c6f0351b5"	""	
"Cadmium chloride"	""	"233-296-7"	"10108-64-2"	"Carcinogenic (Article 57a)""Mutagenic (Article 57b)""Toxic for reproduction (Article 57c)""Specific target organ toxicity after repeated exposure (Article 57(f) - human health)"	"16-jun-2014"	"https://echa.europa.eu/documents/10162/e2bc867c-de85-4d6d-a9d6-d856ab51685c"	"https://echa.europa.eu/documents/10162/a7d0fcf7-deb2-402e-af3b-c3b1759615f9"	"https://echa.europa.eu/documents/10162/a210c4dd-6ef4-4f76-9fd9-5b35a7482c1b"	"https://echa.europa.eu/documents/10162/dc9015af-635b-c359-b9d4-56d7725b9d58"	""	
"cadmium chloride (CdCl2), hydrate (2:5)"	""	"640-998-0"	"7790-78-5"	"Carcinogenic (Article 57a)""Mutagenic (Article 57b)""Toxic for reproduction (Article 57c)""Specific target organ toxicity after repeated exposure (Article 57(f) - human health)"	"16-jun-2014"	"https://echa.europa.eu/documents/10162/e2bc867c-de85-4d6d-a9d6-d856ab51685c"	"https://echa.europa.eu/documents/10162/a7d0fcf7-deb2-402e-af3b-c3b1759615f9"	"https://echa.europa.eu/documents/10162/a210c4dd-6ef4-4f76-9fd9-5b35a7482c1b"	"https://echa.europa.eu/documents/10162/dc9015af-635b-c359-b9d4-56d7725b9d58"	""	
"1,2-Benzenedicarboxylic acid, dihexyl ester, branched and linear"	""	"271-093-5"	"68515-50-4"	"Toxic for reproduction (Article 57c)"	"16-jun-2014"	"https://echa.europa.eu/documents/10162/34533e6e-84d2-4a40-815d-7a02dac17041"	"https://echa.europa.eu/documents/10162/4ffa71cf-34d5-4968-9b46-58d2398a211a"	"https://echa.europa.eu/documents/10162/f2fc61d4-7e23-4a9a-a52d-10ae36e9987e"	"https://echa.europa.eu/documents/10162/e4456f95-477d-9cf9-2fcb-3db6f05ca8ab"	""	
"Trixylyl phosphate"	""	"246-677-8"	"25155-23-1"	"Toxic for reproduction (Article 57c)"	"16-dec-2013"	"https://echa.europa.eu/documents/10162/464f639f-6e07-4966-b63a-081ac8040e63"	"https://echa.europa.eu/documents/10162/e764d667-57dc-4956-8628-6245f36d5552"	"https://echa.europa.eu/documents/10162/aa428e86-ed97-4450-8e78-cdbb06e46c8f"	"https://echa.europa.eu/documents/10162/3e37f35a-48a7-7ce9-a97d-7659def7e080"	""	
"Lead di(acetate)"	""	"206-104-4"	"301-04-2"	"Toxic for reproduction (Article 57c)"	"16-dec-2013"	"https://echa.europa.eu/documents/10162/ff4184dc-c595-4dc8-8241-941c073f2221"	"https://echa.europa.eu/documents/10162/86ace337-8153-47fb-b0b0-8193c621c433"	"https://echa.europa.eu/documents/10162/49fa197b-8a06-4d92-abf4-f40ad0a6f815"	"https://echa.europa.eu/documents/10162/c0a30142-49b9-a857-0d20-e1a6f6da0525"	""	
"Imidazolidine-2-thione (2-imidazoline-2-thiol)"	""	"202-506-9"	"96-45-7"	"Toxic for reproduction (Article 57c)"	"16-dec-2013"	"https://echa.europa.eu/documents/10162/e01d8301-5596-4905-98ad-f17eb9455241"	"https://echa.europa.eu/documents/10162/85a2311e-2252-4f8a-b987-451846cee286"	"https://echa.europa.eu/documents/10162/24751f9c-5206-4190-bcc9-3ca9418e0e31"	"https://echa.europa.eu/documents/10162/f6d7dd12-593f-57e5-8026-a2f9cccf561f"	""	
"Disodium 4-amino-3-[[4'-[(2,4-diaminophenyl)azo][1,1'-biphenyl]-4-yl]azo] -5-hydroxy-6-(phenylazo)naphthalene-2,7-disulphonate (C.I. Direct Black 38)"	""	"217-710-3"	"1937-37-7"	"Carcinogenic (Article 57a)"	"16-dec-2013"	"https://echa.europa.eu/documents/10162/6ab9d8cb-2d82-4dba-a68b-8752a00c4c76"	"https://echa.europa.eu/documents/10162/d04de1ae-26e0-45ac-969c-259a0cdd5338"	"https://echa.europa.eu/documents/10162/ef1f3daa-fc8b-4bf5-8bd1-71e80a2adf62"	"https://echa.europa.eu/documents/10162/2261c554-cdf2-4ed1-9205-e54d68d6e20f"	""	
"Disodium 3,3'-[[1,1'-biphenyl]-4,4'-diylbis(azo)]bis(4-aminonaphthalene-1-sulphonate) (C.I. Direct Red 28)"	""	"209-358-4"	"573-58-0"	"Carcinogenic (Article 57a)"	"16-dec-2013"	"https://echa.europa.eu/documents/10162/f9d799e8-5a32-44d1-b383-4c9695085cbf"	"https://echa.europa.eu/documents/10162/fd83a2e5-21ca-4ec4-a4d2-2465637f90c0"	"https://echa.europa.eu/documents/10162/cf3a4398-3305-424e-ab1e-a02fbc548431"	"https://echa.europa.eu/documents/10162/e306453a-92c1-0aa9-469d-acde10267249"	""	
"Dihexyl phthalate"	""	"201-559-5"	"84-75-3"	"Toxic for reproduction (Article 57c)"	"16-dec-2013"	"https://echa.europa.eu/documents/10162/d90bb47a-7e33-43c3-82ad-18a55d39d502"	"https://echa.europa.eu/documents/10162/eecf78d5-f23d-44b0-a3db-0357c698ae4b"	"https://echa.europa.eu/documents/10162/65336c46-c178-4b71-a927-15437e8b303a"	"https://echa.europa.eu/documents/10162/fa40d148-4f2d-9cbe-7295-c2ada7db7356"	""	
"Cadmium sulphide"	""	"215-147-8"	"1306-23-6"	"Carcinogenic (Article 57a)""Specific target organ toxicity after repeated exposure (Article 57(f) - human health)"	"16-dec-2013"	"https://echa.europa.eu/documents/10162/204bc9fa-0673-4753-bd0e-e3503b4a1956"	"https://echa.europa.eu/documents/10162/f30a9a9a-9ce1-429e-96fb-7f24fe4de850"	"https://echa.europa.eu/documents/10162/2aceee75-6b50-416c-aa30-d3131c5eeee3"	"https://echa.europa.eu/documents/10162/8cce0a23-b9bf-a13d-afa1-a42e946b4390"	""	
"Pentadecafluorooctanoic acid (PFOA)"	""	"206-397-9"	"335-67-1"	"Toxic for reproduction (Article 57c)""PBT (Article 57d)"	"20-jun-2013"	"https://echa.europa.eu/documents/10162/092663e6-b14a-4a06-aadf-fc0e56bc0a23"	"https://echa.europa.eu/documents/10162/facda3f9-a050-4f29-91f1-358175b67a39"	"https://echa.europa.eu/documents/10162/8059e342-1092-410f-bd85-80118a5526f5"	"https://echa.europa.eu/documents/10162/730a8511-d866-e91a-d3ad-1f700ea36b8b"	""	
"Dipentyl phthalate (DPP)"	""	"205-017-9"	"131-18-0"	"Toxic for reproduction (Article 57c)"	"20-jun-2013"	"https://echa.europa.eu/documents/10162/365998db-beb8-47b6-b080-ca5549397cd9"	"https://echa.europa.eu/documents/10162/8a80cf7b-cce9-4152-89f4-e8ad58ce6fde"	"https://echa.europa.eu/documents/10162/11bbf18f-02ac-4b12-a715-056df904057c"	"https://echa.europa.eu/documents/10162/7f0bea3d-3432-0528-6f36-53f3a2bef27a"	""	
"Cadmium oxide"	""	"215-146-2"	"1306-19-0"	"Carcinogenic (Article 57a)""Specific target organ toxicity after repeated exposure (Article 57(f) - human health)"	"20-jun-2013"	"https://echa.europa.eu/documents/10162/2fb75d7e-485c-4edb-8c72-4204f224bbca"	"https://echa.europa.eu/documents/10162/a03b1b4e-3090-455e-9cb0-1dc52005f7c0"	"https://echa.europa.eu/documents/10162/f09f23c5-98fc-4e56-abc2-feae96de0f3d"	"https://echa.europa.eu/documents/10162/cf1074c6-b588-f914-90aa-85f885d3c8a4"	""	
"Monteponite (CdO)"	""	"-"	"12139-21-8"	"Carcinogenic (Article 57a)""Specific target organ toxicity after repeated exposure (Article 57(f) - human health)"	"20-jun-2013"	"https://echa.europa.eu/documents/10162/2fb75d7e-485c-4edb-8c72-4204f224bbca"	"https://echa.europa.eu/documents/10162/a03b1b4e-3090-455e-9cb0-1dc52005f7c0"	"https://echa.europa.eu/documents/10162/f09f23c5-98fc-4e56-abc2-feae96de0f3d"	"https://echa.europa.eu/documents/10162/cf1074c6-b588-f914-90aa-85f885d3c8a4"	""	
"Cadmium"	""	"231-152-8"	"7440-43-9"	"Carcinogenic (Article 57a)""Specific target organ toxicity after repeated exposure (Article 57(f) - human health)"	"20-jun-2013"	"https://echa.europa.eu/documents/10162/49a335ae-1ec4-40e5-88fb-3b08702da95c"	"https://echa.europa.eu/documents/10162/b252eefb-8012-46bb-8a47-74ff66a0a8d4"	"https://echa.europa.eu/documents/10162/a048359b-de39-4b7e-8602-51272a55aeae"	"https://echa.europa.eu/documents/10162/a852ca1e-50fb-c3a4-f14d-2fee19c69701"	""	
"Ammonium pentadecafluorooctanoate (APFO)"	""	"223-320-4"	"3825-26-1"	"Toxic for reproduction (Article 57c)""PBT (Article 57d)"	"20-jun-2013"	"https://echa.europa.eu/documents/10162/b06436fd-6367-4a2f-b6a2-2b8ffa183ae9"	"https://echa.europa.eu/documents/10162/df602a5b-2df3-490f-ad1c-e2e782ad7dc9"	"https://echa.europa.eu/documents/10162/5e2c1e53-be98-4104-8b96-9cd88655a92a"	"https://echa.europa.eu/documents/10162/8cf84645-353d-7cb2-bdc3-c44d12e19c84"	""	
"4-Nonylphenol, branched and linear, ethoxylated"	"substances with a linear and/or branched alkyl chain with a carbon number of 9 covalently bound in position 4 to phenol, ethoxylated covering UVCB- and well-defined substances, polymers and homologues, which include any of the individual isomers and/or combinations thereof"	"799-990-1"	"-"	"Endocrine disrupting properties (Article 57(f) - environment)"	"20-jun-2013"	"https://echa.europa.eu/documents/10162/fd80f890-fb73-4201-8e2f-06dc04eaf5a9"	"https://echa.europa.eu/documents/10162/90d219f2-cd83-4e2b-bb9e-3ed6d5ff91bf"	"https://echa.europa.eu/documents/10162/9af34d5f-cd2f-4e63-859c-529bb39da7ae""https://echa.europa.eu/documents/10162/33836bb4-e6b9-b686-1dc9-e8618ee32db5"	"https://echa.europa.eu/documents/10162/0ef7af92-b74c-b38b-aa95-3730bf89372d"	""	
