substance_name,cluster,manual_label,umap1,umap2,tsne1,tsne2
Oligomerisation and alkylation reaction products of 2-phenylpropene and phenol,5,"Trade names, codes & biological materials",-1.8018543808129754,1.752081655115993,7.840762379397379,13.13078918181631
"reaction mass of 2,2,3,3,5,5,6,6-octafluoro-4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)morpholine and 2,2,3,3,5,5,6,6-octafluoro-4-(heptafluoropropyl)morpholine",3,Petroleum & coal tar fractions,-4.379952439513537,7.414482377619655,44.664361081505334,20.72001310953162
Perfluoroheptanoic acid and its salts,4,Inorganic compounds & metal salts,-1.3763682930139032,-1.85919258728513,1.7399505819162184,-13.613301543003596
bis(2-ethylhexyl) tetrabromophthalate covering any of the individual isomers and/or combinations thereof,6,"Polymers, fatty acids & surfactants",-4.024922379699084,1.2995370851468158,23.636287100079898,-3.4816984111564753
"(±)-1,7,7-trimethyl-3-[(4-methylphenyl)methylene]bicyclo[2.2.1]heptan-2-one covering any of the individual isomers and/or combinations thereof (4-MBC)",6,"Polymers, fatty acids & surfactants",-4.331322201934191,-1.8589384330798078,19.935610874593184,-14.991295480362092
"Phenol, alkylation products (mainly in para position) with C12-rich branched alkyl chains from oligomerisation, covering any individual isomers and/ or combinations thereof (PDDP)",5,"Trade names, codes & biological materials",-2.4878687946465936,1.4379427658032489,6.536039346804336,13.49270307605517
2-(4-tert-butylbenzyl)propionaldehyde and its individual stereoisomers,6,"Polymers, fatty acids & surfactants",-1.10401166364226,1.3565253244351458,13.281071940516068,15.238777609497259
"2,2-bis(bromomethyl)propane-1,3-diol (BMP); 2,2-dimethylpropan-1-ol, tribromo derivative/3-bromo-2,2-bis(bromomethyl)-1-propanol (TBNPA); 2,3-dibromo-1-propanol (2,3-DBPA)",6,"Polymers, fatty acids & surfactants",-3.4365940181878534,-0.9755877031374859,17.085493449000293,-5.072905948010173
Medium-chain chlorinated paraffins (MCCP),4,Inorganic compounds & metal salts,4.437012902054456,3.341590188593776,-15.554511539209289,33.982666062315346
"Dioctyltin dilaurate, stannane, dioctyl-, bis(coco acyloxy) derivs., and any other stannane, dioctyl-, bis(fatty acyloxy) derivs. wherein C12 is the predominant carbon number of the fatty acyloxy moiety",5,"Trade names, codes & biological materials",-2.456727751937243,-0.31006257966050377,4.578843892110602,1.0157116330274918
Perfluorobutane sulfonic acid (PFBS) and its salts,4,Inorganic compounds & metal salts,-1.4447817890313592,-1.8688682092715192,1.9238104211264642,-13.854453802233055
"Tris(4-nonylphenyl, branched and linear) phosphite (TNPP)",6,"Polymers, fatty acids & surfactants",-3.5321302501824823,-0.438899047522633,17.310005314310633,4.62178430747887
"2,3,3,3-tetrafluoro-2-(heptafluoropropoxy)propionic acid, its salts and its acyl halides",6,"Polymers, fatty acids & surfactants",-3.5466246692803827,-2.0345330013323712,0.6068373325297214,-14.685911516795837
"Terphenyl, hydrogenated",5,"Trade names, codes & biological materials",-2.460115203109118,-0.32685143485554924,-7.321300157524807,9.367212316092063
"1,6,7,8,9,14,15,16,17,17,18,18-Dodecachloropentacyclo[12.2.1.16,9.02,13.05,10]octadeca-7,15-diene (“Dechlorane Plus”™)",6,"Polymers, fatty acids & surfactants",-5.185137757506701,-1.9769505037356305,19.59366656798587,-27.61445597186784
"Reaction products of 1,3,4-thiadiazolidine-2,5-dithione, formaldehyde and 4-heptylphenol, branched and linear (RP-HP)",6,"Polymers, fatty acids & surfactants",-1.3977565853265252,1.5691246019314837,14.750203924758994,11.701769293323974
Perfluorohexane-1-sulphonic acid and its salts,4,Inorganic compounds & metal salts,-1.3796100704339471,-1.8499487413454938,1.7411993931354193,-13.969164863551507
"4-heptylphenol, branched and linear",6,"Polymers, fatty acids & surfactants",-2.6129813282159295,0.47045954331866036,6.865134999208903,8.98426629062194
Nonadecafluorodecanoic acid (PFDA) and its sodium and ammonium salts,4,Inorganic compounds & metal salts,-1.3764965622094598,-1.8903126491595197,1.321463688050142,-13.456735290162172
Perfluorononan-1-oic-acid and its sodium and ammonium salts,4,Inorganic compounds & metal salts,-1.3840296356347528,-1.8535918964434552,1.7600650645569254,-13.548075920140988
"1,2-benzenedicarboxylic acid, di-C6-10-alkyl esters or mixed decyl and hexyl and octyl diesters",5,"Trade names, codes & biological materials",0.1144178421827825,0.9765224681805683,6.972433485158963,20.772845115461365
"5-sec-butyl-2-(2,4-dimethylcyclohex-3-en-1-yl)-5-methyl-1,3-dioxane [1], 5-sec-butyl-2-(4,6-dimethylcyclohex-3-en-1-yl)-5-methyl-1,3-dioxane [2]",6,"Polymers, fatty acids & surfactants",-4.393795022216174,-1.7217863573122907,19.278002136603217,-14.475414386764678
"Reaction mass of 2-ethylhexyl 10-ethyl-4,4-dioctyl-7-oxo-8-oxa-3,5-dithia-4-stannatetradecanoate and 2-ethylhexyl 10-ethyl-4-[[2-[(2-ethylhexyl)oxy]-2-oxoethyl]thio]-4-octyl-7-oxo-8-oxa-3,5-dithia-4-stannatetradecanoate (reaction mass of DOTE and MOTE)",3,Petroleum & coal tar fractions,-5.055690774169299,7.890871308894069,43.53731746609246,25.73721566416601
"1,2-Benzenedicarboxylic acid, dihexyl ester, branched and linear",5,"Trade names, codes & biological materials",0.10871022060838065,0.9868550525616718,7.124416621674648,20.37443804881695
"Sodium perborate, perboric acid, sodium salt",4,Inorganic compounds & metal salts,0.12750243261781058,-1.8550306333590436,-7.941464636309422,-1.5140171253386978
"4-Nonylphenol, branched and linear, ethoxylated",5,"Trade names, codes & biological materials",-2.5619258968499627,0.47802140578737984,6.398364317165647,8.801588085765468
"4-Nonylphenol, branched and linear",5,"Trade names, codes & biological materials",-2.5538213340905633,0.49982591733446846,6.7615281369187805,8.973578430787688
"4,4'-oxydianiline and its salts",4,Inorganic compounds & metal salts,-0.7237835018304316,-1.469697810559361,-2.0433718759133033,-3.7183926251558126
"4-(1,1,3,3-tetramethylbutyl)phenol, ethoxylated",6,"Polymers, fatty acids & surfactants",-2.728968390670153,0.28773989543429146,7.010154502322095,8.390964304926433
"Acetic acid, lead salt, basic",4,Inorganic compounds & metal salts,0.00968169287171683,-2.126009322552769,-8.555359730758314,-5.963270492584685
"Silicic acid (H2Si2O5), barium salt (1:1), lead-doped",4,Inorganic compounds & metal salts,-0.3701422302392451,-3.291354156880467,-9.176805342437978,-14.718437189700062
"Fatty acids, C16-18, lead salts",4,Inorganic compounds & metal salts,1.5791224749418769,-1.6302660478640485,-12.293528026488008,-2.153112733684665
"Pyrochlore, antimony lead yellow",4,Inorganic compounds & metal salts,-0.45366407319578805,-4.292026258854954,-10.13444610590082,-24.38420335410776
"Formaldehyde, oligomeric reaction products with aniline",5,"Trade names, codes & biological materials",-1.4150285808709588,1.7138267980526996,14.055186815547895,17.145433334826993
Zirconia Aluminosilicate Refractory Ceramic Fibres,4,Inorganic compounds & metal salts,0.49904476717439017,-3.428615547566502,-17.332043856229664,-6.343045635354643
"1,2-Benzenedicarboxylic acid, di-C6-8-branched alkyl esters, C7-rich",5,"Trade names, codes & biological materials",0.05413453892197928,0.932212613673122,6.494645088352898,20.61207602598436
Acids generated from chromium trioxide and their oligomers,5,"Trade names, codes & biological materials",-0.06428492948088327,-1.7485909236956525,-6.605509523308735,-7.339095608477059
"Pitch, coal tar, high-temp.",4,Inorganic compounds & metal salts,8.262361994537976,-1.6570032609988141,-41.09616494454401,-8.809315181845646
"Anthracene oil, anthracene paste, anthracene fraction",5,"Trade names, codes & biological materials",9.421385756287243,-1.609093881993382,-51.533149484482394,-0.9631321498983701
"Anthracene oil, anthracene paste, distn. lights",5,"Trade names, codes & biological materials",9.432623854431775,-1.624256349949925,-51.63583162967355,-0.9160782165221257
Anthracene oil,5,"Trade names, codes & biological materials",9.41490649298158,-1.6099254859972882,-51.56656138146412,-0.9409073676780783
"Anthracene oil, anthracene paste",5,"Trade names, codes & biological materials",9.389548292908337,-1.5763762964297223,-51.58405222056262,-0.9406236246040929
"Anthracene oil, anthracene-low",5,"Trade names, codes & biological materials",9.442330351624157,-1.633020736126988,-51.59363584605598,-0.9339644184761984
Aluminosilicate Refractory Ceramic Fibres,4,Inorganic compounds & metal salts,0.6197653026911291,-3.3516163600970197,-17.383702067518044,-6.33568213119723
Hexabromocyclododecane (HBCDD),1,Reaction masses,-1.555055388655993,-2.6265539897967267,1.960860040908663,-18.47617033631199
"Alkanes, C10-13, chloro (Short Chain Chlorinated Paraffins)",5,"Trade names, codes & biological materials",4.416277161392835,3.436058543772609,-15.932797315885706,33.852532764132114
"Perfluorohexane sulfonic acid (PFHxS), its salts and PFHxS-related compounds",4,Inorganic compounds & metal salts,-1.436006077971789,-1.8201833738375592,1.9180115979020178,-13.837061038906157
"perfluorooctanoic acid (PFOA), its salts and PFOA-related substances",4,Inorganic compounds & metal salts,-1.4141974537042108,-1.8372360242892194,1.9264841626166804,-13.768533214781248
Pentachlorophenol and its salts and esters,5,"Trade names, codes & biological materials",-0.2206065742639033,-0.7429297341395306,-1.9964613836915939,-6.000844739566045
Polychlorinated naphthalenes,6,"Polymers, fatty acids & surfactants",-1.8201816169885126,0.8865910993527485,-1.982048695940156,0.5024170321313942
Endosulfan and its isomers,5,"Trade names, codes & biological materials",-3.5373816578057733,1.1273859964322162,30.113070495184004,7.451428338288012
"Alkanes, C10-13, chloro",5,"Trade names, codes & biological materials",4.373342028412488,3.5532624946545672,-16.55158418386447,33.26785954513152
"Perfluorooctane sulfonic acid (PFOS), its salts and PFOS-related compoundsC8F17SO2X (X = OH, Metal salt (O-M+ ), halide, amide, and other related compounds including polymers)",4,Inorganic compounds & metal salts,-1.4770832149651971,-1.8250144495058942,1.989787115094131,-13.850323646855605
Pentabromodiphenyl ether (group),6,"Polymers, fatty acids & surfactants",-2.06627870484862,0.5242362843464924,23.626327684602018,8.072030904724281
Heptabromodiphenyl ether (Group),6,"Polymers, fatty acids & surfactants",-2.086006888594958,0.5840226636838032,23.628350513030654,8.074457182625467
Hexabromodiphenyl ether (group),6,"Polymers, fatty acids & surfactants",-2.008389004912707,0.5496613608311726,23.621409926550132,8.073383747530091
Polychlorinated Biphenyls (PCB),4,Inorganic compounds & metal salts,-1.6580221740869012,-0.32048847511300316,2.0989832992791286,-4.029628543260155
Polychlorinated dibenzo-p-dioxins and dibenzofurans (PCDD/PCDF),6,"Polymers, fatty acids & surfactants",-1.8522737114098993,-0.4024983121443676,2.5223654963779754,-4.095965305424679
"Hexachlorocyclohexanes, including lindane",5,"Trade names, codes & biological materials",-1.6011209575799432,-0.6944681181002544,3.083734934783437,-17.373487314053783
Polycyclic aromatic hydrocarbons (PAHs),2,Complex substances (UVCB with structure),5.488478651795057,4.023515008540065,-19.12059139991033,39.74328158947188
albumin,1,Reaction masses,1.4330195696684394,-6.741410471348851,-21.801664601942218,-25.420293158498048
"albumin, coagulated by formaldehyde",5,"Trade names, codes & biological materials",-1.213995465483996,1.3155738340329242,12.722581011259429,13.936020713055994
"acetylacetic acid, salts",4,Inorganic compounds & metal salts,-0.09487814590010324,-1.9254525674868512,-6.546086381636265,-3.5723835833656192
"aluminium calcium hydroxide phosphite, hydrate",4,Inorganic compounds & metal salts,-0.22408736630949655,-2.969647861867039,-5.881775963283369,-16.211830610684224
"carbonic acid, salts",4,Inorganic compounds & metal salts,0.23018704966035208,-2.061691023259251,-6.508514951100827,-3.796076435099044
cotton fibres,4,Inorganic compounds & metal salts,0.836660506728557,-3.310787416844456,-18.52716739746654,-5.954008971946296
di-n-octyltin bis(ethyl maleate),6,"Polymers, fatty acids & surfactants",-3.0854356376794305,-1.1859675420809674,8.284320378215352,-6.037576775094747
"di-n-octyltin 1,4-butanediol bis(mercaptoacetate)",6,"Polymers, fatty acids & surfactants",-3.3288807956841913,-1.3064856304217267,8.38627754318459,-6.065449013189681
"di-n-octyltin dimaleate, polymers (n = 2-4)",6,"Polymers, fatty acids & surfactants",-3.1828968612817254,-1.2057273162890363,15.483892918370735,4.236212944154557
ethylhydroxymethylcellulose,5,"Trade names, codes & biological materials",-2.811184176650378,-3.0554523242999005,-9.060362554028067,5.910964416163985
ethylhydroxypropylcellulose,5,"Trade names, codes & biological materials",-2.875455149855944,-2.9461025966692853,-8.307690859790663,5.839672770090421
"fats and oils, from animal or vegetable food sources",5,"Trade names, codes & biological materials",2.762776962074903,-0.35513929262646904,-9.92784692058324,30.394405536733636
"fats and oils, hydrogenated, from animal or vegetable food sources",5,"Trade names, codes & biological materials",2.6580487401815924,-0.4110110177088665,-9.897155646018993,30.49678059567576
glass microballs,1,Reaction masses,0.5161470682951482,-3.359201408772557,-18.06423320107739,-7.929691421968325
"glycerol monooleate, ester with ascorbic acid",5,"Trade names, codes & biological materials",1.1615091176363501,0.5676005111645771,1.4860391903182948,39.88520164658762
"glycerol monooleate, ester with citric acid",5,"Trade names, codes & biological materials",1.2181165130468878,0.5514895544957233,1.5296490749294853,39.921544421725585
"glycerol monopalmitate, ester with ascorbic acid",5,"Trade names, codes & biological materials",1.1711375625463996,0.5713820086430622,1.4634472573773614,39.94394852288424
"glycerol monopalmitate, ester with citric acid",5,"Trade names, codes & biological materials",1.1791148693892035,0.554407380671413,1.4899223580226402,39.983726186298796
"glycerol monostearate, ester with ascorbic acid",5,"Trade names, codes & biological materials",1.156555345806745,0.5526447521161152,1.4959964428013726,39.89243407807362
"glycerol monostearate, ester with citric acid",5,"Trade names, codes & biological materials",1.1861273260447058,0.5613643752049519,1.5584014399729598,39.94055244181405
"glycine, salts",4,Inorganic compounds & metal salts,-0.39699316903624216,-1.4228479637194562,-3.5565175361194186,-2.849890110809803
"lysine, salts",4,Inorganic compounds & metal salts,-0.3818345157769648,-1.6316421999026227,-3.663306687417716,-2.937249900228511
manganese pyrophosphite,4,Inorganic compounds & metal salts,-0.6021386472848383,-3.5065252555895734,-7.303931464789476,-13.312166495230835
methylhydroxymethylcellulose,5,"Trade names, codes & biological materials",-2.8099141208795038,-3.0544807685900617,-9.082276520134094,5.872956098380836
"polyacrylic acid, salts",4,Inorganic compounds & metal salts,-0.0871551124719111,-1.371385551838963,-4.349440121334299,-0.27228540768274523
"polydimethylsiloxane, γ-hydroxy­ propylated",5,"Trade names, codes & biological materials",-2.050083646025988,0.3231578396271778,16.64115706753473,6.897238359558878
"polyester of adipic acid with glycerol or pentaerythritol, esters with even numbered, unbranched C12-C22 fatty acids",5,"Trade names, codes & biological materials",1.4829944880339179,0.8612765298794819,3.1926290451432044,27.338185199480776
polyethyleneglycol diricinoleate,5,"Trade names, codes & biological materials",-0.8265191404489008,-0.1642126663018154,-3.791388357067994,11.628086971276252
polyethyleneglycol esters of aliph. monocarb. acids (C6-C22) and their ammonium and sodium sulfates,5,"Trade names, codes & biological materials",0.5641834946009191,0.372163318247707,1.4187670960752243,26.669588632719286
"polyethylene glycol (EO = 1-30, typically 5) ether of butyl 2-cyano 3-(4-hydroxy-3-methoxyphenyl) acrylate",5,"Trade names, codes & biological materials",-1.0162583677438226,0.12500082716456185,-1.4595115934716718,12.550820659132011
"polyethyleneglycol (EO = 1-30, typically 5) ether of butyl-2-cyano-3-(4-hydroxyphenyl) acrylate",5,"Trade names, codes & biological materials",-0.9842318384316889,0.11362158522120247,-1.4125135275850502,12.565436527442294
polyoxyalkyl (C2-C4) dimethyl polysiloxane,6,"Polymers, fatty acids & surfactants",-2.1093466369775262,0.14592089519015083,16.676804769877126,6.828206377998368
propylhydroxyethylcellulose,5,"Trade names, codes & biological materials",-2.8147070495751825,-3.05133125916013,-8.99137601233167,5.846486670275741
propylhydroxymethylcellulose,5,"Trade names, codes & biological materials",-2.8046362487939325,-3.042317129521458,-9.032715437583294,5.872205381049517
propylhydroxypropylcellulose,5,"Trade names, codes & biological materials",-2.862383851256701,-2.9497203601885724,-8.270912410362268,5.752246695038685
"silicates, natural (with the exception of asbestos)",4,Inorganic compounds & metal salts,0.43150894955125174,-3.3533344043780255,-11.40007067397474,-16.85722192358397
"silicates, natural, silanated (with the exception of asbestos)",4,Inorganic compounds & metal salts,0.49041222647157034,-3.4188949836779523,-11.390688840131137,-16.88672176127432
"silicic acid, silylated",4,Inorganic compounds & metal salts,-0.2247109501031367,-1.9360998643923688,-0.8638709822481102,-5.9334787207629445
"silicon dioxide, silanated",4,Inorganic compounds & metal salts,-1.9100711433557,0.4547523485135151,18.893881012531196,9.661291470990287
sodium monoalkyl dialkylphenoxybenzenedisulfonate,6,"Polymers, fatty acids & surfactants",-4.2122502414849725,0.29665949210634956,27.35038164846773,-6.089154720393025
"taurine, salts",4,Inorganic compounds & metal salts,-0.12594664975676217,-1.6577994598437238,-3.83024744571403,-2.401754943488376
tetradecyl-polyethyleneglycol(EO = 3-8) ether of glycolic acid,5,"Trade names, codes & biological materials",-0.8286693184045283,-0.012854806928722762,-2.518352254064707,12.683135845992375
tricyclodecanedimethanol bis(hexahydrophthalate),6,"Polymers, fatty acids & surfactants",-3.3961606113580194,-0.9276581181574749,19.775643998516166,-1.405058072419774
"waxes, paraffinic, refined, derived from petroleum based or synthetic hydrocarbon feedstocks, low viscosity",2,Complex substances (UVCB with structure),6.228803149017957,-0.3017917348433422,-23.639141192329344,8.554554254402051
"waxes, refined, derived from petroleum based or synthetic hydrocarbon feedstocks, high viscosity",2,Complex substances (UVCB with structure),6.321000567230848,-0.22378648057469597,-23.654254078822657,8.520249083645732
"white mineral oils, paraffinic, derived from petroleum based hydrocarbon feedstocks",2,Complex substances (UVCB with structure),8.936041823181775,1.0108924137066913,-23.026804420157898,15.219424333058235
petroleum hydrocarbon resins (hydrogenated),2,Complex substances (UVCB with structure),-1.1152081577447381,0.4596817122410847,-12.103346150134081,9.785139340815133
bentonite,4,Inorganic compounds & metal salts,1.3479794772001776,-3.505925632863133,-21.23500443596144,-8.584735525262081
divinylbenzene,6,"Polymers, fatty acids & surfactants",-2.8417601673272577,-0.8899005426455425,6.88491199413578,-17.86500910251928
"1,2-propyleneglycol monooleate",5,"Trade names, codes & biological materials",-0.8579268543389765,-0.14647530510678386,-4.356020441458702,12.296792933981534
kaolin,4,Inorganic compounds & metal salts,1.4343426139685187,-2.4044134391833234,-20.44586007655789,-9.8729070996947
tannic acids,4,Inorganic compounds & metal salts,-0.21457863732847848,-1.9039963258791852,-5.30987238590377,-4.63075344729868
soybean oil,5,"Trade names, codes & biological materials",2.969650259766248,-1.4333003534365583,-14.95379465056195,25.210826593485148
Japan wax,1,Reaction masses,6.096616736206678,-0.42146394386777153,-21.434204160811433,7.47285756508231
ceresin,1,Reaction masses,1.3151271851393256,-6.477007604985325,-22.692561093585958,-27.00213173125919
castor oil,5,"Trade names, codes & biological materials",2.509544959816602,-1.0132326258707929,-10.45170322202824,33.44940158788789
montan wax,1,Reaction masses,6.0957684429022345,-0.43041983976849785,-21.512640311508996,6.991700371429572
candelilla wax,5,"Trade names, codes & biological materials",6.103783598694471,-0.4257642997790264,-21.262917450459327,7.361301913736816
beeswax,1,Reaction masses,3.082522860321668,-2.679539896397679,-25.738204431718582,-8.258072167487825
"soybean oil, epoxidised",5,"Trade names, codes & biological materials",3.003972283157972,-1.4095611347247052,-14.499731957619998,26.243530006083528
carnauba wax,1,Reaction masses,6.088733187470106,-0.43166083827504387,-21.083724878139368,7.510531589654483
polyphosphoric acids,5,"Trade names, codes & biological materials",-0.09593374415907541,-0.035924583523361586,-0.3894772664979374,19.004375855223188
rosin,1,Reaction masses,0.7932031457903655,-6.246066309361546,-16.461110377782198,6.420339498507937
"rosin, hydrogenated, ester with methanol",5,"Trade names, codes & biological materials",1.4537767680021796,1.2879616247128558,-16.25473045608707,12.020354229202082
"rosin, ester with pentaerythritol",5,"Trade names, codes & biological materials",1.3024297864767584,1.1770329700421405,-15.754901461738228,12.432648681609859
"rosin, ester with glycerol",5,"Trade names, codes & biological materials",1.4169844897123847,1.2278776393841815,-16.07774527489862,12.326886419469904
gum arabic,1,Reaction masses,1.2212328822943244,-5.4333960784960675,-22.74768204340337,-5.151814049403839
carboxymethylcellulose,5,"Trade names, codes & biological materials",-2.8592584221032586,-3.024634815602391,-8.1083970311936,6.409067881136588
dammar,1,Reaction masses,1.3166170032354865,-6.365783430485814,-26.482946931719827,-25.983978759187085
guar gum,1,Reaction masses,1.2207501442762885,-5.490875460057347,-22.694224973909957,-5.211965385940958
tragacanth gum,1,Reaction masses,1.2413332076403174,-5.467064596562474,-22.740966121573617,-5.1959836122817595
gelatin,1,Reaction masses,2.514481178078321,-2.6033854259539533,-20.953339954751566,-2.514553922911584
casein,1,Reaction masses,1.4015557082029853,-6.693843580632298,-21.789913070559876,-25.69498272875024
polyethylene wax,2,Complex substances (UVCB with structure),6.077673426422742,-0.4366593731928753,-22.314803739181716,7.3649891189061485
polypropylene wax,5,"Trade names, codes & biological materials",6.095788470062879,-0.4534970296908306,-22.33743727669842,7.2485716778025004
polyvinylpyrrolidone,6,"Polymers, fatty acids & surfactants",-1.2477345554498163,-0.13654548566678038,-4.675219637528624,8.250596618388228
cellulose,4,Inorganic compounds & metal salts,-2.720780381408068,-3.187751509099095,-9.291547608232966,7.116555909456619
